infections,deaths,infecteds
1,0,1
2,0,2
2,0,2
4,0,4
4,0,4
5,0,5
6,0,6
8,0,8
9,0,9
9,0,9
10,0,10
14,0,14
13,0,14
13,0,14
14,0,15
17,0,18
21,0,21
21,0,21
21,0,21
21,1,22
22,1,24
24,1,27
25,1,29
27,1,31
25,1,32
26,1,33
26,1,34
29,1,38
30,1,41
30,2,43
31,2,44
32,2,45
32,2,48
31,2,49
31,2,51
32,2,52
35,2,55
35,2,56
35,3,59
35,3,61
37,3,64
38,4,67
37,5,68
38,5,69
37,5,71
38,5,76
37,5,78
37,5,78
36,5,78
38,5,82
37,5,83
33,5,83
32,5,83
32,5,84
28,5,84
28,5,86
26,5,86
23,6,86
21,6,86
20,6,86
18,6,86
18,6,86
12,6,86
9,6,86
9,6,86
9,6,86
7,6,86
4,7,86
4,7,86
4,7,86
3,7,86
3,7,86
3,7,86
1,7,86
1,7,86
1,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
0,7,86
